"date","ip","oilprice","coreCPI","vehicleMiles","gasolineCPI","unemp","population","year","month","oil_supply_surprise_series","oil_supply_news_shock"
2021-07-01,100.2519,72.49,278.639,268899,275.656,5.4,332455,2021,7,-9.82135900911576,0.0912480137163595
2021-08-01,100.0437,67.73,279.021,263810,277.448,5.1,332644,2021,8,0,-0.355182319092512
2021-09-01,98.8579,71.65,279.727,265052,278.338,4.7,332805,2021,9,0.449179207032634,1.14605781702074
2021-10-01,100.1861,81.48,281.649,265589,288.501,4.5,332961,2021,10,2.36953973608731,0.721001279543357
2021-11-01,100.8654,79.15,283.411,267303,296.571,4.1,333117,2021,11,-1.00150434670873,-0.471221033130843
2021-12-01,100.5726,71.71,285.221,266539,290.185,3.9,333260,2021,12,1.71593096002287,-0.450282951484268
2022-01-01,100.1856,83.22,286.799,262682,290.416,4,333360,2022,1,1.50767470795781,0.835651562865838
2022-02-01,100.8064,91.64,288.256,267848,305.959,3.9,333457,2022,2,0.659152420909777,0.156938327073935
2022-03-01,101.3907,108.5,289.044,268103,366.499,3.7,333610,2022,3,1.04083821455777,0.951307197854414
2022-04-01,101.44,101.78,290.474,266100,362.802,3.7,333792,2022,4,0,-0.453420008949756
2022-05-01,101.3335,109.55,292.039,265748,391.262,3.6,333976,2022,5,0.474565843792885,0.820566201973288
2022-06-01,101.018,114.84,294.009,263849,430.142,3.6,334168,2022,6,-2.09856716583522,0.357989231251071
2022-07-01,101.223,101.62,295.08,263304,396.952,3.5,334393,2022,7,0,-1.57494667926731
2022-08-01,101.0963,93.67,296.582,267354,348.593,3.6,334652,2022,8,-2.89175997388522,-0.684136545500207
2022-09-01,101.2918,84.26,298.281,269221,328.918,3.5,334912,2022,9,0.565440765203319,-0.604412259050768
2022-10-01,101.2529,87.55,299.381,270175,339.017,3.6,335155,2022,10,2.47245562750155,0.623507953053542
2022-11-01,100.9552,84.37,300.316,267155,326.649,3.6,335386,2022,11,0,-0.281108538288995
2022-12-01,99.7664,76.44,301.433,265697,285.757,3.5,335604,2022,12,-2.86583660090224,-0.609589585524277
2023-01-01,100.505,78.12,302.685,275775,294.759,3.5,335807,2023,1,0,0.165616319047173
2023-02-01,100.6416,76.83,304.097,270918,299.774,3.6,336015,2023,2,0,-0.302322301976782
2023-03-01,101.0205,73.28,305.123,268528,302.673,3.5,336232,2023,3,0,-0.728296721030299
2023-04-01,101.253,79.45,306.49,270814,318.482,3.4,336451,2023,4,0,0.75185382010903
2023-05-01,100.9286,71.58,307.623,270548,314.116,3.6,336679,2023,5,0,-0.931960470842649
2023-06-01,100.1196,70.25,308.291,270301,316.258,3.6,336925,2023,6,0.472701068461863,0.227280267934202
2023-07-01,100.9067,76.07,308.959,270863,318.071,3.5,337200,2023,7,0,0.228067607132071
2023-08-01,100.8393,81.39,309.646,271249,336.979,3.7,337501,2023,8,0,0.326701255509995
2023-09-01,101.0211,89.43,310.616,269771,338.893,3.7,337800,2023,9,0,0.591255269086672
2023-10-01,100.4689,85.64,311.433,268783,320.999,3.9,338088,2023,10,0,-0.0762808564680031
2023-11-01,100.8639,77.69,312.373,270657,297.598,3.7,338366,2023,11,-2.45238947367197,-0.564427583282147
2023-12-01,100.6031,71.9,313.23,270471,280.289,3.8,338626,2023,12,0,0.000155091345166038
2024-01-01,99.2223,74.15,314.389,271864,276.003,3.7,338867,2024,1,0,1.28143138122864
2024-02-01,100.285,77.25,315.555,274374,287.943,3.9,339114,2024,2,0,-0.0301830009627841
2024-03-01,100.4575,81.28,316.762,272046,306.513,3.9,339378,2024,3,-0.221108765299802,0.515567859613
2024-04-01,100.2434,85.35,317.596,273397,322.434,3.9,339648,2024,4,0,0.473363981673441
2024-05-01,100.863,80.02,318.053,273297,320.981,3.9,339927,2024,5,0,-0.761529471928977
2024-06-01,100.894,79.77,318.343,272998,308.475,4.1,340213,2024,6,-3.00629060857346,-0.0145809333347383
2024-07-01,99.9757,81.8,318.933,272208,310.915,4.2,340448,2024,7,0,0.00727919267532746
2024-08-01,100.4309,76.68,319.839,273149,302.419,4.2,340637,2024,8,0,-0.476436209002891
2024-09-01,99.8084,70.24,320.835,272077,287.102,4.1,340825,2024,9,0.560682417284548,0.0637319041684447
2024-10-01,99.4695,71.99,321.688,275031,281.741,4.1,341002,2024,10,0,0.104932414144591
2024-11-01,99.2925,69.95,322.619,272775,273.57,4.2,341169,2024,11,2.47233750923934,-0.0314446257082772
2024-12-01,100.3273,70.12,323.296,274450,270.667,4.1,341320,2024,12,0.193904868738238,0.059074537522296
2025-01-01,100.0647,75.74,324.739,275003,275.527,4,341454,2025,1,0,0.857191615729996
2025-02-01,101.0993,71.53,325.475,273103,279.059,4.2,341588,2025,2,0,-0.830608588188086
2025-03-01,101.0404,68.24,325.659,276117,276.558,4.2,341729,2025,3,-1.17363621634709,-0.125226267114131
2025-04-01,101.1279,63.54,326.43,276866,284.526,4.2,341874,2025,4,-6.21178970766872,-0.524798628266151
2025-05-01,100.9655,62.17,326.854,275339,282.614,4.3,342032,2025,5,2.54275191386302,-0.133999845010011
2025-06-01,101.4785,68.17,327.6,275130,282.914,4.1,342197,2025,6,0,0.5729763098168
2025-07-01,101.894,68.39,328.656,276586,281.49,4.3,342370,2025,7,NA,NA
2025-08-01,101.5867,64.86,329.793,276432,282.358,4.3,342555,2025,8,NA,NA
2025-09-01,101.7779,63.96,330.542,277078,285.595,4.4,342741,2025,9,NA,NA
2025-10-01,101.5163,60.89,NA,276444,277.021,NA,NA,2025,10,NA,NA
2025-11-01,101.9528,60.06,331.068,NA,276.152,4.5,NA,2025,11,NA,NA
2025-12-01,102.325,57.97,331.86,NA,261.466,4.4,NA,2025,12,NA,NA
